seed	step	L1	L2	L1/L2	mu_w	median_w	sigma_w	mu_b	median_b	sigma_b	trace	lambda_max	trace/lambda	mu_lambda	sigma_lambda
1	59000	76555.81642617985	55.30980993776905	1062.7618048262298	-3.173292861902155e-05	-2.682209014892578e-05	0.0017852454911917448	-0.025067264214158058	-0.0274505615234375	9.1026611328125	0.04557580972204403	10.663943066888926	0.008218792824363406	1.7563733020607306	1.0826787396657223
1	60000	76245.5770687181	55.13181332179478	1062.4122367491784	-3.2504078262718394e-05	-2.956390380859375e-05	0.0017734572757035494	-0.025271238759160042	-0.027587890625	9.405643463134766	0.05362586464200701	10.676319273150696	0.0092936158623281	1.7497786599762586	1.082363981373456
1	61000	75930.17936862246	54.95887939297423	1061.994968439123	-3.290945096523501e-05	-3.0934810638427734e-05	0.0017622581217437983	-0.025465037673711777	-0.0277099609375	9.712552070617676	0.067321671515095	10.703249498289459	0.013303129854967111	1.7429941916952327	1.084707949994778
1	62000	75613.25821109694	54.77514492735571	1061.6967013100102	-3.347633537487127e-05	-3.063678741455078e-05	0.001750284805893898	-0.025654185563325882	-0.027862548828125	10.014045715332031	0.0823626092502049	10.71479955498053	0.011681456240848303	1.7361794041127574	1.0849097226651347
1	63000	75296.38845264669	54.6066586630685	1061.2364209348623	-3.395880412426777e-05	-3.063678741455078e-05	0.0017398800700902939	-0.025844711810350418	-0.0279388427734375	10.322137832641602	0.0606467468397958	10.756804685203397	0.010219490895271691	1.7291404094014848	1.09046513906547
1	64000	74972.4729950574	54.41125145737006	1061.0242860197368	-3.41458035109099e-05	-2.8967857360839844e-05	0.0017270217649638653	-0.026033751666545868	-0.028076171875	10.620468139648438	0.05838241504163158	10.752015065173714	0.011395117251548818	1.7222826213252789	1.0882305213991477
1	65000	74644.59683912627	54.23186395606216	1060.6071345781002	-3.471811578492634e-05	-2.956390380859375e-05	0.001716179889626801	-0.026213178411126137	-0.0281829833984375	10.925695419311523	0.071143524987357	10.788281411540751	0.012534481540825284	1.7148869037628174	1.0936747092981727
1	66000	74318.48630819515	54.04805276831802	1060.234682549905	-3.480905797914602e-05	-2.9206275939941406e-05	0.0017048052977770567	-0.02638930082321167	-0.028289794921875	11.227100372314453	0.054720432174449066	10.81094504375847	0.013839409158665326	1.7076904226322562	1.0968419425949758
1	67000	73994.59432796556	53.87040675416284	1059.82025619376	-3.4911347029265016e-05	-3.260374069213867e-05	0.0016938466578722	-0.026553615927696228	-0.0283660888671875	11.529901504516602	0.0669012434628545	10.841875966714353	0.0166253786797582	1.7004489083679355	1.1013890954912926
1	68000	73681.88319116709	53.74254172188895	1058.8542645243397	-3.529178138705902e-05	-3.337860107421875e-05	0.0016877434682101011	-0.026676399633288383	-0.0283966064453125	11.846503257751465	0.05919665341474572	10.978382451193673	0.014604024667246166	1.6924497777101946	1.122328250383844
1	69000	73367.74131058673	53.59685290589624	1058.087845676364	-3.546268635545857e-05	-3.319978713989258e-05	0.0016792011447250843	-0.026773370802402496	-0.02850341796875	12.159266471862793	0.04285950320107596	11.061068865717674	0.010535484082650861	1.684936220548591	1.134547735051233
1	70000	73077.29553970025	53.55081628293407	1056.2254277831669	-3.585837839636952e-05	-3.260374069213867e-05	0.001680141780525446	-0.02678782492876053	-0.0284423828125	12.483131408691406	0.04655693380200133	11.333620173590523	0.012325522182887029	1.6756677688384543	1.1788204890124652
1	71000	72835.51751833546	53.531352763273276	1054.8234842832971	-3.607835606089793e-05	-3.045797348022461e-05	0.001684580696746707	-0.02673584409058094	-0.0284423828125	12.783259391784668	0.02452001158072024	11.568306543389145	0.012664021366880844	1.6654753989102888	1.2350988804685825
1	72000	72499.54918686225	53.395630933800525	1053.752384330284	-3.6110035580350086e-05	-3.129243850708008e-05	0.0016793040558695793	-0.02677706442773342	-0.0284881591796875	13.085294723510742	0.03937098323082437	11.65340732555	0.017170095097349423	1.6555589376663675	1.2630984316370926
1	73000	72157.68357382015	53.24779849149743	1052.8543177114175	-3.581986311473884e-05	-3.123283386230469e-05	0.0016704450827091932	-0.02685362845659256	-0.028533935546875	13.390928268432617	0.02109225185549989	11.715165970276813	0.01543741848678067	1.6470158428561932	1.2784709960830456
1	74000	71842.46745455996	53.13185894246004	1051.8948255754567	-3.590560663724318e-05	-2.9385089874267578e-05	0.0016650805482640862	-0.0269352775067091	-0.028594970703125	13.693824768066406	0.042186623933363934	11.821311405726842	0.01650556896843416	1.6386083437471974	1.3031562014806026
1	75000	71535.26189811862	53.04197790184799	1050.8332265839394	-3.574739093892276e-05	-2.9325485229492188e-05	0.0016620488604530692	-0.027001595124602318	-0.028533935546875	14.000449180603027	0.034227997672801116	11.949453329553409	0.01617923839956875	1.6301214135423	1.335419153984712
1	76000	71196.45483896683	52.87359525719467	1050.302335890261	-3.56513264705427e-05	-2.956390380859375e-05	0.0016514729941263795	-0.027086695656180382	-0.028656005859375	14.300155639648438	0.02972457603532441	11.990072226037784	0.016836753251057112	1.6222677547104505	1.343838916445265
1	77000	70878.45998086735	52.76784114448392	1049.23418495708	-3.578156611183658e-05	-2.849102020263672e-05	0.0016479321056976914	-0.027171114459633827	-0.028594970703125	14.607640266418457	0.020838103732284233	12.153226750237602	0.014731925114122604	1.6136654323461104	1.3745354645106258
1	78000	70576.73258131377	52.69404134944994	1048.0082263900397	-3.574155198293738e-05	-2.944469451904297e-05	0.0016479917103424668	-0.027238616719841957	-0.0285491943359375	14.912233352661133	0.01385643652507237	12.368479743295786	0.01369758098667556	1.6049103943669065	1.4157287031412125
1	79000	70272.07724808673	52.60410227094378	1046.873251793842	-3.583371653803624e-05	-2.9742717742919922e-05	0.001646400080062449	-0.027276702225208282	-0.028533935546875	15.214715003967285	-0.0012204793034767617	12.551151124798523	0.011211805801123685	1.5964223778977686	1.4512009112810602
1	80000	69955.47016501913	52.490450644979674	1045.8049683543748	-3.565983570297249e-05	-3.0517578125e-05	0.0016425310168415308	-0.0273346658796072	-0.0285186767578125	15.511082649230957	0.00021989856447492327	12.696299771873319	0.009965836603076903	1.5880484653978932	1.4794459732211367
1	81000	69664.60397401148	52.4193145985506	1044.475878791534	-3.5672834201250225e-05	-2.8312206268310547e-05	0.0016421580221503973	-0.027375295758247375	-0.028533935546875	15.8073148727417	-0.0073304626406455525	12.897457658028117	0.007714144725857107	1.5798044898072068	1.5175324240509345
1	82000	69383.41615513393	52.35945324021943	1043.0701177295427	-3.5247143387096e-05	-2.8789043426513672e-05	0.0016415668651461601	-0.02739022485911846	-0.028533935546875	16.096033096313477	-0.002702407690943504	13.098105187318763	0.010115499186664077	1.571994737702973	1.553665164934129
1	83000	69059.2496611926	52.20404336890396	1042.220607907384	-3.4975055314134806e-05	-2.8789043426513672e-05	0.001632787985727191	-0.02743917889893055	-0.0285491943359375	16.382299423217773	-0.02232916257819351	13.170962557500722	0.006334259935773453	1.564014155037549	1.5658775517831043
1	84000	68787.47407126913	52.148560854853415	1040.8788544335641	-3.483832915662788e-05	-2.7894973754882812e-05	0.0016330924117937684	-0.027456358075141907	-0.028533935546875	16.669008255004883	-0.03615717376981463	13.376217812907939	0.006006178110029637	1.5560414243717582	1.6050681161637208
1	85000	68502.50761320152	52.04307400450415	1039.9446024319102	-3.45546577591449e-05	-2.7954578399658203e-05	0.0016282163560390472	-0.027470147237181664	-0.0285186767578125	16.948429107666016	-0.033381779583132994	13.494853657119128	0.007161440171552857	1.5484655079792957	1.6274168657100931
1	86000	68176.50314891581	51.83512333461216	1039.6700149409307	-3.44214859069325e-05	-2.866983413696289e-05	0.001615031622350216	-0.027512362226843834	-0.0284881591796875	17.219072341918945	-0.038821019688431095	13.484526410394786	0.0054030066394689545	1.5406532336254508	1.6252184017580382
1	87000	67856.31301817602	51.63494655064174	1039.359073997112	-3.435196413192898e-05	-2.8192996978759766e-05	0.001603523618541658	-0.02756836637854576	-0.0284881591796875	17.483896255493164	-0.04332888126373291	13.503071128105631	0.006593478205624101	1.5324790137154716	1.628681716110025
1	88000	67560.75920758929	51.48222121413873	1038.851450980466	-3.41340564773418e-05	-2.8133392333984375e-05	0.0015960269374772906	-0.02759968861937523	-0.0284576416015625	17.748205184936523	-0.04555024054585671	13.562249806462502	0.007061902547170894	1.5246155590427166	1.643143892744366
1	89000	67277.88942920919	51.3446267186379	1038.32300741316	-3.3953772799577564e-05	-2.777576446533203e-05	0.0015901759034022689	-0.02764248289167881	-0.028411865234375	18.00938606262207	-0.04728480869409989	13.645679955579796	0.008123114305604577	1.5167451342757867	1.6622448218416195
1	90000	66983.62187101402	51.16085087523169	1038.1216159708108	-3.3730648283381015e-05	-2.8073787689208984e-05	0.001579918316565454	-0.02766336314380169	-0.0283966064453125	18.259906768798828	-0.04730233245966386	13.66085368759778	0.00860345648098634	1.509145776228029	1.66689091996879
1	91000	66699.86772560587	50.99783862366968	1037.8044013178464	-3.368654870428145e-05	-2.7418136596679688e-05	0.0015721984673291445	-0.027699679136276245	-0.0283050537109375	18.505277633666992	-0.054578484321127135	13.710814933387601	0.008210840829374887	1.5012994366032737	1.6795550815913143
1	92000	66420.80263472577	50.86227749805061	1037.3813960558746	-3.344119977555238e-05	-2.682209014892578e-05	0.0015664302045479417	-0.02772332727909088	-0.0283050537109375	18.747177124023438	-0.04798725308204184	13.774443942673352	0.00834967575365091	1.493913073320778	1.6966554875276527
1	93000	66083.16816804848	50.75940706291977	1036.4861721527382	-3.317654045531526e-05	-2.5093555450439453e-05	0.0015636750031262636	-0.027735061943531036	-0.0282745361328125	18.984771728515625	-0.0539673603310877	13.877311448661649	0.008976675266311265	1.4866271481222035	1.722233432592178
1	94000	65706.89610570791	50.56339565588503	1036.0843288774547	-3.289038431830704e-05	-2.580881118774414e-05	0.0015525715425610542	-0.027759907767176628	-0.02825927734375	19.210052490234375	-0.05773917144658614	13.86604042929046	0.006779039650786627	1.4793408275866995	1.7220804829682623
1	95000	65338.08743223852	50.37305321985362	1035.6741740023833	-3.259854202042334e-05	-2.47955322265625e-05	0.0015424349112436175	-0.027783049270510674	-0.02825927734375	19.427410125732422	-0.07097581697970021	13.86377123423985	0.004677150081655525	1.4719379763213956	1.7247754420552934
1	96000	64974.8466796875	50.193076756535746	1035.2073610388181	-3.25529181282036e-05	-2.574920654296875e-05	0.0015333779156208038	-0.027805104851722717	-0.028289794921875	19.64131736755371	-0.06856043241461929	13.875871658325195	0.006078132118263316	1.4645615335629911	1.7303477402548402
1	97000	64661.266103316324	50.1168919972011	1034.2956083142878	-3.2281666790368035e-05	-2.580881118774414e-05	0.0015337165677919984	-0.027812374755740166	-0.0281829833984375	19.853174209594727	-0.07200086725001432	14.00266667288177	0.0048652385654555895	1.4575132149822858	1.7635283004872653
1	98000	64316.1171476403	49.94802237530144	1033.9021730269005	-3.206299516023137e-05	-2.5451183319091797e-05	0.0015251882141456008	-0.027830256149172783	-0.028167724609375	20.051610946655273	-0.07619288381265134	14.00565046680217	0.004314154931073658	1.4506455489567347	1.7686674212466698
1	99000	63970.560766103314	49.773434171871266	1033.5099220407842	-3.199131606379524e-05	-2.4199485778808594e-05	0.0015164620708674192	-0.027844129130244255	-0.0281219482421875	20.241748809814453	-0.055637551813709496	14.009881462369647	0.008784083793520622	1.4436712435313634	1.7730626306515567
1	100000	63636.065509406886	49.614388894061655	1033.0512852870397	-3.1829691579332575e-05	-2.5212764739990234e-05	0.001509202877059579	-0.02784949168562889	-0.0280914306640625	20.42641258239746	-0.0666441443015118	14.029599783371905	0.0077617378155587155	1.4367976565750278	1.7813198789954185
1	101000	63355.359454719386	49.55826675648592	1032.2290019372606	-3.162297798553482e-05	-2.5391578674316406e-05	0.0015115586575120687	-0.0278429314494133	-0.028076171875	20.609092712402344	-0.06382593694998294	14.159291447425375	0.00819193849080774	1.4302779594246222	1.8179878822850937
1	102000	63058.18883529975	49.45497325975068	1031.6475731674743	-3.1398933060700074e-05	-2.4318695068359375e-05	0.0015092621324583888	-0.027841543778777122	-0.0280303955078125	20.781522750854492	-0.06480485687450487	14.223933375611598	0.007080319539784333	1.4239617166470508	1.8393310798066003
1	103000	62769.0692960778	49.3450319523714	1031.176633848496	-3.129267497570254e-05	-2.372264862060547e-05	0.001506027881987393	-0.027836864814162254	-0.0279998779296875	20.946714401245117	-0.07608228800248126	14.269653505208542	0.007116830247912328	1.4179200213782641	1.8566343036993427
1	104000	62489.21442522322	49.253889278489716	1030.604970648134	-3.1087984098121524e-05	-2.4318695068359375e-05	0.0015049186768010259	-0.027836591005325317	-0.0279693603515625	21.10525131225586	-0.0803288002403415	14.344905780286204	0.005937735692883203	1.4118016039838597	1.8804704593304469
1	105000	62299.697285554845	49.31740871740847	1029.7014239213408	-3.096360887866467e-05	-2.4139881134033203e-05	0.0015188009710982442	-0.027821047231554985	-0.027923583984375	21.25950813293457	-0.07823484649463576	14.574713259327169	0.005570737647907123	1.4065361637241987	1.9483737735723963
1	106000	62046.544124681124	49.24749236204186	1029.220671219872	-3.0736853659618646e-05	-2.4199485778808594e-05	0.0015191308921203017	-0.027798617258667946	-0.0279083251953125	21.402345657348633	-0.08218682907065566	14.644775833402361	0.005944051915450599	1.4011434383538304	1.9738846504870726
1	107000	61855.41607541454	49.27597236633301	1028.5280372762336	-3.05374815070536e-05	-2.491474151611328e-05	0.0015296293422579765	-0.027776414528489113	-0.0278778076171875	21.541275024414062	-0.0854883157477087	14.819068660541456	0.0044714105609052375	1.396145951382968	2.029855656608635
1	108000	61665.69792330995	49.290268275202536	1027.9493090478063	-3.0270806746557355e-05	-2.4616718292236328e-05	0.0015386153245344758	-0.027750222012400627	-0.0278472900390625	21.670673370361328	-0.0878023699838288	14.967676848781352	0.0018106432405254251	1.391390138742875	2.0799701314951693
1	109000	61505.80261479592	49.33064065660749	1027.456055329908	-3.0194381906767376e-05	-2.282857894897461e-05	0.001550640445202589	-0.02772076055407524	-0.02777099609375	21.791095733642578	-0.08959234612328666	15.137577460736644	0.0003882481412167631	1.3869704616313079	2.138329090360476
1	110000	61394.689453125	49.43477227736493	1027.003917374215	-2.9981547413626686e-05	-2.282857894897461e-05	0.0015702381497249007	-0.02768300473690033	-0.0277099609375	21.903013229370117	-0.0920880777495248	15.36972680383799	0.0012814059584064638	1.383110639392113	2.2186952923633614
1	111000	61362.3980986926	49.636609758649556	1026.656226936871	-2.9859351343475282e-05	-2.3305416107177734e-05	0.0016018071910366416	-0.027650542557239532	-0.02764892578125	22.002532958984375	-0.09009725950202163	15.700093819170583	0.0012725791111325164	1.3800880744749187	2.334637579413093
1	112000	61311.64043566646	49.79178512339689	1026.4449336874302	-2.9722898034378886e-05	-2.372264862060547e-05	0.0016290463972836733	-0.027621446177363396	-0.027618408203125	22.093494415283203	-0.1038992623893582	15.972951455992096	-0.0008148329061020069	1.3769890307163706	2.436755965330771
1	113000	61265.39381377551	49.94794970142598	1026.2724917103517	-2.962910002679564e-05	-2.3424625396728516e-05	0.0016571878222748637	-0.027595287188887596	-0.027557373046875	22.178112030029297	-0.11053369726453509	16.241379314539383	-0.0016623498257242	1.3740154516940215	2.5411811795617854
1	114000	61163.78373126595	50.01064259665353	1026.1754362850932	-2.948603105323855e-05	-2.3663043975830078e-05	0.0016742600128054619	-0.027568578720092773	-0.027557373046875	22.255582809448242	-0.11346788795626893	16.41208591753123	-0.0019354160583780601	1.3706559514512822	2.611143214514061
1	115000	61083.631128427936	50.09515585218157	1026.0491465243165	-2.93525263259653e-05	-2.3186206817626953e-05	0.001693911850452423	-0.027550682425498962	-0.027496337890625	22.328638076782227	-0.11927377934358557	16.6010279339187	-0.0027930195434456282	1.3674926575349302	2.688573977776936
1	116000	60967.17024075255	50.12189327940649	1025.9383156138138	-2.928250796685461e-05	-2.2470951080322266e-05	0.0017063090344890952	-0.02752312272787094	-0.0274810791015625	22.396743774414062	-0.1284083018497545	16.72505032286352	-0.004341430956427204	1.3641181849703496	2.7433769975085647
1	117000	60891.52780213648	50.20135282010448	1025.8410100773028	-2.9191045541665517e-05	-2.1398067474365234e-05	0.001725496375001967	-0.027503712102770805	-0.027435302734375	22.467300415039062	-0.13280157167084364	16.897758077601996	-0.0034788824044568907	1.3611622787251765	2.818398435200964
1	118000	60755.56701411033	50.18872671711202	1025.7706141701092	-2.909923205152154e-05	-2.0802021026611328e-05	0.0017329680267721415	-0.02748255990445614	-0.02740478515625	22.533323287963867	-0.1324146742723426	16.975552768123393	-0.0037157886279221915	1.3577308083067134	2.8572561585781524
1	119000	60600.65908003826	50.14116186025191	1025.719040692322	-2.9021648515481502e-05	-2.1398067474365234e-05	0.0017357963370159268	-0.027455924078822136	-0.02740478515625	22.59770965576172	-0.1361001620487291	17.016889710815587	-0.004055591697729652	1.3542023848514169	2.8813222131254723
1	120000	60441.8994140625	50.08375430593685	1025.6798307060349	-2.893545934057329e-05	-2.1755695343017578e-05	0.0017372826114296913	-0.027433430776000023	-0.0273590087890625	22.661317825317383	-0.135258179538104	17.04576899567429	-0.002587361576588673	1.3506820280941165	2.900929809072796
1	121000	60274.31845902424	50.01281555331483	1025.6076017412574	-2.8907135856570676e-05	-2.1219253540039062e-05	0.001737001002766192	-0.027414051815867424	-0.02734375	22.723243713378906	-0.13507673570087977	17.0610112292426	-0.00223068370795665	1.3471506493432182	2.9147895560884964
1	122000	60101.44201411033	49.92906478959687	1025.55890409121	-2.8900398319819942e-05	-2.1159648895263672e-05	0.001735009136609733	-0.02738475427031517	-0.0272979736328125	22.78306770324707	-0.138570849992791	17.06340627767602	-0.002074461822893681	1.3436073898052683	2.923177702466444
1	123000	59936.61068040498	49.85413596094871	1025.489417823301	-2.8858734367531724e-05	-2.0682811737060547e-05	0.0017339708283543587	-0.02737157978117466	-0.027252197265625	22.84383773803711	-0.1466066679176019	17.07398182275344	-0.004133341330630495	1.3401413365286223	2.934269725744213
1	124000	59766.586674904334	49.77289234862036	1025.4233405265134	-2.880251304304693e-05	-2.1338462829589844e-05	0.001732156495563686	-0.02734643965959549	-0.0272369384765625	22.904525756835938	-0.14230471606157263	17.07715587226712	-0.0027053977072383655	1.3366570795068935	2.9429061444742337
1	125000	59601.17581114477	49.69612946802256	1025.3378396731505	-2.8692469641100615e-05	-2.0623207092285156e-05	0.001730920048430562	-0.027332844212651253	-0.0272064208984375	22.966022491455078	-0.13852116526389607	17.080705309400752	-0.0012016684206529772	1.3332472011751058	2.953023969899027
1	126000	59439.052684550385	49.61993375116465	1025.271389237536	-2.859585038095247e-05	-2.110004425048828e-05	0.001729652751237154	-0.027316341176629066	-0.0271759033203125	23.027843475341797	-0.14211263218704534	17.082325803990265	-0.0012133838360598515	1.329873473668585	2.9628982341715266
1	127000	59284.470483896686	49.55072237520802	1025.2211904290093	-2.8531898351502605e-05	-2.0802021026611328e-05	0.0017291456460952759	-0.02729557454586029	-0.0271759033203125	23.09099769592285	-0.14147876476754948	17.088490683205272	-0.0006657170032046309	1.3266098371573858	2.9748172929548486
1	128000	59117.199348294	49.46463964423355	1025.152570532061	-2.839479930116795e-05	-2.181529998779297e-05	0.0017264155903831124	-0.02728603221476078	-0.0271453857421875	23.15166473388672	-0.1406231048155804	17.07846314566476	-0.00012455547790049876	1.3232941572763481	2.9798364238623454
1	129000	58960.98104671556	49.394765464627014	1025.0799305393698	-2.8281257982598618e-05	-2.0503997802734375e-05	0.0017256452701985836	-0.027264626696705818	-0.0271148681640625	23.21430015563965	-0.13981355088097708	17.08060231014174	0.00023266837039158977	1.3200776339793692	2.99068219397141
1	130000	58805.61885164222	49.32161021719173	1025.0254649870656	-2.823088834702503e-05	-1.996755599975586e-05	0.0017243889160454273	-0.02724899724125862	-0.027099609375	23.277128219604492	-0.14026190918319079	17.078069241679444	-0.0005794787847461666	1.316904753446579	2.999806262704791
1	131000	58636.621372767855	49.22879440930425	1024.9574681610711	-2.812734601320699e-05	-2.0444393157958984e-05	0.0017205100739374757	-0.02723504602909088	-0.0270843505859375	23.33675765991211	-0.1412593953463496	17.059361044241456	-0.00068629856936782	1.3136287708671726	3.0009183500494276
1	132000	58483.537587691324	49.15462388797682	1024.897603315043	-2.8116832254454494e-05	-2.0325183868408203e-05	0.001718953251838684	-0.027219301089644432	-0.027069091796875	23.39954948425293	-0.1413138180362935	17.053487836098185	-0.0014886936570349119	1.310491395848138	3.0088555797630425
1	133000	58325.239496970666	49.074568203517366	1024.8230444847406	-2.8018519515171647e-05	-1.996755599975586e-05	0.0017166234320029616	-0.027201002463698387	-0.02703857421875	23.461999893188477	-0.1466926713379062	17.042388237252528	-0.003793682043284143	1.307363172574919	3.0142122288899764
1	134000	58160.99195830676	48.98806745178845	1024.7334461981443	-2.7922522349399514e-05	-1.8358230590820312e-05	0.0017132868524640799	-0.0271838940680027	-0.0270233154296875	23.523353576660156	-0.15131661599996138	17.024283107446166	-0.0038736117897589864	1.3042245349105523	3.0164100339218063
1	135000	58000.84674944197	48.901685169764924	1024.6516909638326	-2.78179668384837e-05	-1.8775463104248047e-05	0.0017099314136430621	-0.027156461030244827	-0.0270233154296875	23.58518409729004	-0.1483688269342695	17.005653999289688	-0.003169498513488178	1.3010977509678627	3.018385664236789
1	136000	57838.14047552615	48.81197744486283	1024.5685041946185	-2.7758858777815476e-05	-1.913309097290039e-05	0.0017060234677046537	-0.027139490470290184	-0.0269622802734375	23.64628028869629	-0.15089582545416697	16.984604577628932	-0.003179871212004659	1.2979742571407435	3.0185962305689347
1	137000	57674.743144132655	48.719246377750316	1024.476376471959	-2.7639804102363996e-05	-1.8835067749023438e-05	0.0017016059719026089	-0.027120666578412056	-0.0269012451171875	23.7065372467041	-0.1532568226055223	16.961092355299968	-0.0040872837229596	1.2948432169398483	3.0171032169339607
1	138000	57512.543865593114	48.6300633878124	1024.3613384444827	-2.754829802142922e-05	-1.9252300262451172e-05	0.00169754633679986	-0.027104368433356285	-0.026885986328125	23.767839431762695	-0.15137718161758112	16.94236261504037	-0.0033541061745156826	1.2917271925478566	3.0166005102955564
1	139000	57349.75396603954	48.537935899228465	1024.2537796655258	-2.744513585639652e-05	-1.8715858459472656e-05	0.0016928944969549775	-0.027083856984972954	-0.026885986328125	23.82905387878418	-0.15567332141253412	16.91887353877632	-0.0035981341149265394	1.2886439327682768	3.014116379755492
1	140000	57180.75749362245	48.43585043537374	1024.1352785205836	-2.728798244788777e-05	-1.919269561767578e-05	0.001686947769485414	-0.027062980458140373	-0.02685546875	23.887924194335938	-0.15658349042036096	16.887555864392496	-0.003833029258669117	1.2854982988566768	3.0076921579941196
1	141000	57012.57971938775	48.33208068536253	1024.0190344080972	-2.7224221412325278e-05	-1.8477439880371094e-05	0.00168064224999398	-0.0270454790443182	-0.02679443359375	23.947216033935547	-0.1556339288244442	16.854616238146413	-0.0026837849884129216	1.2823574980910943	3.0000197536178996
1	142000	56851.09919084822	48.24197054882439	1023.8779568301674	-2.7146803404320963e-05	-1.9073486328125e-05	0.0016759668942540884	-0.02703559771180153	-0.0267486572265625	24.00920867919922	-0.15657101480328306	16.83693182954983	-0.0030832664852130077	1.279250605982177	2.9973495714366436
1	143000	56681.20908402424	48.13587620793557	1023.7551870237656	-2.7110734663438052e-05	-1.8596649169921875e-05	0.0016692611388862133	-0.027007296681404114	-0.0267333984375	24.067859649658203	-0.1539792065717736	16.803721440081695	-0.0021867898480530884	1.2760976872273855	2.988361226204707
2	0	34389.994349888395	22.296123932818976	1098.5018459897342	-5.982974471407942e-07	-4.172325134277344e-07	0.0003819387929979712	0.0	0.0	0.0	0.10528217894690377	1.2056632929918718	0.13160098001276663	0.7740935680209374	0.055784298914807795
2	1	34389.994349888395	22.296123932818976	1098.5018459897342	-5.982974471407942e-07	-4.172325134277344e-07	0.0003819387929979712	0.0	0.0	0.0	0.10528217894690377	1.2056632929918718	0.13160098001276663	0.7740935680209374	0.055784298914807795
2	2	34389.991430165814	22.296123854968013	1098.5017275298871	-5.983052346891782e-07	-4.172325134277344e-07	0.0003819387929979712	-8.192189288047658e-11	-0.0	1.1220677300716533e-13	0.1052817702293396	1.205663218790171	0.131600676744706	0.7740935604183041	0.055784305500588854
2	4	34389.99166932398	22.29612381604253	1098.5022135015665	-5.98463770984381e-07	-3.5762786865234375e-07	0.0003819387929979712	2.874452412204853e-11	-0.0	4.437714085092637e-12	0.10528307666583937	1.2056634176750571	0.13161588897172402	0.7740935476458802	0.05578428842317389
2	8	34389.817851163905	22.29611497995805	1098.5001420372066	-5.985185111967439e-07	-2.980232238769531e-07	0.0003819384437520057	-1.112700509509068e-08	0.0	1.0287368873429514e-10	0.10524082670406419	1.2056660165592117	0.13157629726621048	0.7740933067944585	0.055784258734891
2	16	34389.54732342155	22.295990136204935	1098.5015506554817	-6.067347726457228e-07	-2.980232238769531e-07	0.00038193355430848897	-1.0748367884616528e-07	-0.0	1.5700835076515318e-09	0.1050894807796089	1.2056664733254179	0.13149580785498252	0.7740888489144189	0.055783562010572274
2	32	34389.60217534279	22.29615816778066	1098.5046206221298	-6.328210702122306e-07	-3.5762786865234375e-07	0.0003819259873125702	-4.6862197677910444e-08	-4.172325134277344e-07	1.207114763701611e-08	0.10468315956543903	1.2057037979972607	0.1314008186026447	0.7740927496734931	0.05578399590235584
2	64	34392.23058832908	22.298924037388392	1098.5060292222834	-6.763038413737377e-07	-2.980232238769531e-07	0.00038194432272575796	3.3819944178503647e-07	-2.205371856689453e-06	4.7778204503856614e-08	0.10308759796376131	1.2060812736044124	0.1298043437375091	0.7741819839088284	0.0557976541660574
2	128	34412.51871412627	22.31574840934909	1098.514899952339	-8.696717372913554e-07	-4.172325134277344e-07	0.00038224863237701356	3.425175236770883e-06	-7.808208465576172e-06	3.820346421434806e-07	0.1032717398234776	1.21500975866707	0.13064063854302038	0.7747212587570658	0.055938458117675414
2	256	34458.00548569037	22.353794886141408	1098.49886184003	-1.1473238146209042e-06	-5.960464477539062e-07	0.0003830931964330375	-4.5439555833581835e-05	-5.8531761169433594e-05	3.568127112885122e-06	0.10063157276231416	1.359924438656593	0.12011256600604013	0.7757651951848245	0.0566290481282132
2	512	34639.29064194037	22.490423455530284	1098.3028763715379	-2.0895936359011102e-06	-1.5497207641601562e-06	0.0003863388847094029	-0.00043035458656959236	-0.0005002021789550781	3.6798421206185594e-05	0.08892354308342447	1.6649677066170439	0.09475984593663642	0.7792923009517242	0.05967929629532962
2	1000	35836.24444455517	23.384380934189778	1096.282599570029	-3.4270831292815274e-06	-3.039836883544922e-06	0.0004067912232130766	-0.0015422481810674071	-0.001636505126953125	0.000761989620514214	0.07963771722754653	2.4786531085870704	0.05671191980055227	0.8027241756113208	0.07808808609843254
2	2000	42777.38023158482	28.197314116419577	1094.0777384309533	-2.0684262835857226e-06	-2.2649765014648438e-06	0.0005412085447460413	-0.003445951733738184	-0.00457763671875	0.010899498127400875	0.07696565073363636	4.172413916003947	0.036701785335467994	0.9409267330656246	0.18904922081499684
2	3000	48742.56816007653	32.146334025324606	1094.166528036031	-1.7430426169084967e-07	-2.980232238769531e-07	0.0006778279785066843	-0.004366210196167231	-0.005859375	0.029966922476887703	0.07581908848820901	4.940860023303908	0.023783022649333498	1.0609258547121165	0.29457914798843615
2	4000	53603.34254424426	35.36042655244165	1094.273008703955	1.271938231184322e-06	-8.344650268554688e-07	0.00080445921048522	-0.005077069159597158	-0.006641387939453125	0.04981164261698723	0.10872981742936738	5.417077383216546	0.03332812891435699	1.1608732020368382	0.3831982197506087
2	5000	57691.49244658801	38.0750428803113	1094.3078448633185	2.2990416255197488e-06	1.6093254089355469e-06	0.0009214593446813524	-0.005700176581740379	-0.00730133056640625	0.06479614228010178	0.12848771591575778	5.769083232295756	0.032773947526149205	1.2468268226604073	0.45673041714697465
